"belgradeblockchainweek.com event submissions page). Twitter: @ethbelgrade. LinkedIn: eth-belgrade.",https://ethbelgrade.rs/,https://confirmed.events/event/evt-ull56vzzdohu,"https://ethbelgrade.rs/ | https://belgradeblockchainweek.com/ | https://belgradeblockchainweek.com/events | https://taikai.network/en/ethbelgrade/hackathons/eth-belgrade-hackathon-3/overview | https://web3voyager.com/event/eth-belgrade-2026 | https://www.linkedin.com/posts/eth-belgrade_hey-hackers-the-hackathon-prize-pool-activity-7181985918847705089-vM_b",42,"Email petar@ethbelgrade.rs introducing Mobula as a data/DeFi API sponsor interested in the 2027 hackathon bounty track. Reference the 2026 edition as context. Ask for 2027 sponsor deck when available. Monitor @ethbelgrade on X for 2027 announcement.","2026 edition is in 7 days - impossible window for sponsorship. Reach out to petar@ethbelgrade.rs now to get on their 2027 radar."
Istanbul Blockchain Week 2026 / IstanHack,2026-06-02,2026-06-27,Istanbul,Turkey,in-person + async build phase,mixed,No hackathon,"Tiered sponsorship (branding, stage, booth). Bounty sponsor track not confirmed publicly. Sponsor form available. No 'define your own challenge' track explicitly documented.",Not publicly disclosed. Sponsor tiers implied but no bounty amount specified.,Grand Jury Prize mentioned; bounty prizes existed. No public confirmation sponsors could define/judge own challenge.,"contact@istanbulblockchainweek.com | Sponsor form: istanbulblockchainweek.com/sponsor-form/ | Partnership: istanbulblockchainweek.com/partnership/",https://istanbulblockchainweek.com/istanhack/,https://istanbulblockchainweek.com/istanhack-developer-application/,"https://istanbulblockchainweek.com/istanhack/ | https://www.coingabbar.com/en/event-details/istanbul-blockchain-week-2026-turkey-web3-event | https://cryptodaily.co.uk/2026/06/istanbul-blockchain-week-2026-opens-its-doors-builders-infrastructure-and-new-connections-define-day-one | https://web3voyager.com/web3-hackathons-to-join-in-june-2026/ | https://istanbulblockchainweek.com/sponsor-form/",18,"Monitor for IBW 2027 announcement (expected Q4 2026). If Mobula wants to sponsor IstanHack 2027, contact contact@istanbulblockchainweek.com early (Q1 2027) as sponsor slots fill. Request sponsor deck to confirm bounty/challenge tier availability.","No active deadline. 2027 edition not yet announced. Watch Twitter @IstanbulBlockWk for announcement, typically Q4 2026."
Next Block Expo 2027,2027-03-01,2027-03-31,Warsaw,Poland,Conference + Pitch Contest (no confirmed hackathon),mixed,Unverified,"Tiered partnership (Title/Gold/Silver/Exhibitor); no bounty/challenge-sponsor track confirmed",N/A,None confirmed,"Tom Kopera (Head of Growth, Co-Founder): tom@nextblockexpo.com / Telegram @tomkopera | Dawid Kustra (CEO, Co-Founder): dawid@nextblockexpo.com / Telegram @DawidKustra | General: support@nextblockexpo.com",https://nextblockexpo.com/,https://nextblockexpo.com/become-partner-2026,"https://nextblockexpo.com/ | https://en.spaziocrypto.com/press-release/next-block-expo-2026-warsaw-web3-ai-event/ | https://nextblockexpo.com/contact | https://beincrypto.com/bydfi-next-block-expo-2026-warsaw-sponsorship/ | https://cryptoindustry.com/events/next-block-expo-2026",18,"Low priority. If pursuing, contact Tom Kopera (tom@nextblockexpo.com) in Q4 2026 once 2027 edition is announced. Ask specifically whether a sponsor-defined developer challenge track will exist alongside the Pitch Arena. Do not commit budget until a dedicated hackathon hacker-registration page appears.","None. 2027 dates not announced, no hackathon component confirmed, no deadline pressure."
VivaTech 2027 Hackathon,2027-06-16,2027-06-19,Paris,France,Startup Challenge / Innovation Competition (not a coding hackathon),mixed,Unverified,"Corporate partners submit open-innovation challenges via challenges-awards.vivatech.com. No confirmed bounty/coding hackathon sponsor tier for 2027. Broad sponsorship/branding inquired via vivatech.com/become-a-partner (form-based, pricing undisclosed).",N/A - no hackathon-specific sponsor tier found.,Yes - for Startup Challenges; no confirmed equivalent for any 2027 coding hackathon yet.,"Partnership inquiry form at vivatech.com/become-a-partner. No direct email found.",https://vivatech.com/,https://vivatech.com/become-a-partner,"https://vivatech.com/, https://vivatech.com/challenges, https://challenges.vivatech.com, https://www.agorize.com/en/challenges/vivatech-startup-challenges-and-awards-2026, https://techcrunch.com/sponsor/viva-technology/meet-the-startup-winners-of-vivatech-2026-powered-by-techcrunch/, https://vivatech.com/sessions/side-events?ca=FPCPU8ZZ",14,"Low priority. VivaTech is not a coding hackathon venue and has no confirmed 2027 hackathon component. Monitor vivatech.com/challenges in Q1 2027 for any 2027 coding challenge or 'Code 4 Good' revival. Do NOT budget time for active outreach until a hackathon component is confirmed.","No imminent deadline. 2027 edition is 10 months away. No hackathon sponsor call open yet."
Bitcoin 2027 Conference Nashville (Hackathon Track),2027-07-15,2027-07-17,"Nashville, Tennessee",USA,Conference + Hackathon,mixed,Likely,"Tiered booth/branding packages start at $12,500 (1-Block tier). A dedicated hackathon partnership track exists: 'Sponsor a track, mentor a team, or partner on the Bitcoin 2027 Hackathon' via conference.b.tc/contact/hackathon. No published bounty-sponsor pricing found yet; inquiry required.",Unknown for hackathon bounty tier. Main conference sponsor tiers: $12,500 (1-Block) / $90,000 (2-Block) / $250,000 (3-Block) / $1M+ (Moon).,Likely yes based on 2025 precedent,"Hackathon partnership form: https://conference.b.tc/contact/hackathon | General sponsor contact: https://conference.b.tc/contact/general",https://conference.b.tc/,https://conference.b.tc/contact/hackathon,"https://conference.b.tc/ | https://conference.b.tc/contact/hackathon | https://sponsor.b.tc/flagship | https://bitcoinmagazine.com/news/bitcoin-2027-conference-nashville | https://www.eventbrite.com/e/nashville-bitcoin-conference-2027-tickets-1988500656994",14,"LOW PRIORITY. If Mobula wants Bitcoin ecosystem exposure, submit inquiry via conference.b.tc/contact/hackathon asking for 2027 hackathon sponsor deck and bounty tier pricing. Otherwise skip - product fit is too weak (Bitcoin-only builders, transatlantic logistics, no DeFi/data tracks confirmed).","No deadline announced. Hackathon details for 2027 not yet published. Outreach via contact form now would be early-bird advantage; expect hackathon program to launch Q1 2027."
Paris AI Hackathon @StationF by Pioneers,Unconfirmed - last edition was 2025-11-15,Unconfirmed,Paris,France,hackathon,mixed,Unverified,"Tech partner track model: sponsors provide credits/prizes per track (Google Cloud, Mistral, ElevenLabs, Figma, etc. in Nov 2025). EUR 10K prize pool. Partnership page exists at pioneerslab.ai/partnership but no tiers or pricing published.",Free to attend (past edition),Unclear,"Partnership page: https://www.pioneerslab.ai/partnership (no direct email found). Organizer on LinkedIn: search 'Pioneers AI Lab' on LinkedIn for partnership contact.",https://luma.com/pou9rn2b,https://luma.com/pou9rn2b,"https://luma.com/pou9rn2b | https://www.pioneerslab.ai/ | https://paris.aitinkerers.org/p/paris-vibe-a-thon-build-a-one-person-unicorn-november-15-2025 | https://www.linkedin.com/posts/aidatahi_pioneers-paris-ai-hackathon-opened-its-doors-activity-7395404945522364417-Ybtz",12,"Monitor pioneerslab.ai/partnership for next edition announcement. If a 2026/2027 date is announced, re-evaluate quickly given Paris location fit and AI agents track relevance. Do not pursue until a confirmed future date exists.","None - no active edition announced"
Korea Blockchain Week 2026 (KBW) + Hackathon,2026-09-29,2026-10-01,Seoul,South Korea,Conference (no hackathon component confirmed),pro,No hackathon,"Tiered sponsor packages (Title/Diamond/Gold/Silver/Bronze/Copper) via Typeform application. No bounty-sponsor or challenge-submission model found. Sponsor defines no hackathon track - pure brand visibility model.",N/A,None at KBW (no hackathon).,"KBW: Youngil Jung, youngil.jung@factblock.kr (PR contact per Chainwire/PRNewswire release). Korea Buidl Week / KBWA (past event): contact@kbwa.events, Telegram @ludium_agwn, +82-010-3544-6625",https://koreablockchainweek.com/,https://tickets.koreablockchainweek.com/en,"https://koreablockchainweek.com/, https://tickets.koreablockchainweek.com/en, https://www.prnewswire.com/news-releases/kbw-2026-returns-to-seoul-september-29october-1-upbit-joins-as-main-sponsor-302660025.html, https://cryptorank.io/news/feed/919d1-korea-buidl-week-2026-seoul, https://www.buidlkorea.com/buidlhack2026",12,"Do not pursue KBW 2026 for hackathon sponsorship - no hackathon component exists. If Korea is strategically interesting, monitor kbwa.events / buidlkorea.com for a 2027 BuidlHacker edition announcement (contact@kbwa.events). The sponsor-per-track model they ran in April 2026 ($5K per challenge) would be a near-perfect fit for Mobula if a 2027 edition is confirmed.","No urgency: no hackathon at KBW. Conference ticket sale ends Aug 27 2026. Sponsor application open now via Typeform."
AI Tinkerers London - London Consumer AI Hackathon (a16z + ElevenLabs),2024-11-09,2024-11-10,London,United Kingdom,in-person hackathon,pro,No hackathon,"local chapter sponsorship via web form; no explicit bounty/define-your-own-challenge tier found",N/A (past event no 2026 edition),Unknown,"Contact form only at aitinkerers.org/sponsors - no public email. Local organizers: Louis and Luke (London chapter).",https://london.aitinkerers.org/p/london-consumer-ai-hackathon-with-ai-tinkerers-elevenlabs-and-a16z-9-10th-november,https://consumer-ai-hackathon-london.devpost.com/,"https://consumer-ai-hackathon-london.devpost.com/ | https://elevenlabs.io/blog/hackathons-nyc-london | https://london.aitinkerers.org/ | https://aitinkerers.org/sponsors",10,"Do not pursue this specific event. Monitor london.aitinkerers.org for the Dec 11 2026 ElevenLabs Worldwide Hackathon across 30 cities ($200K+ prizes) as an alternative - that is a confirmed 2026 event.","None - event does not exist in 2026/2027"
ETHSilesia 2026,2026-04-16,2026-04-19,Katowice,Poland,Hackathon + Conference,mixed,No hackathon,"Challenge-owner model confirmed: sponsors define and fund their own named track. No public sponsor deck found; contact via ETHWarsaw channels.",N/A - event already happened,Yes,"Twitter: @ETHWarsaw | Website: ethwarsaw.dev | No direct sponsor/partnerships email found publicly",https://ethsilesia.pl/,https://luma.com/ethsilesiahackathon,"https://ethsilesia.pl/ | https://luma.com/ethsilesiahackathon | https://ethwarsaw.substack.com/p/ethsilesia-2026-where-blockchain | https://x.com/ETHWarsaw/status/2047250341859651835",10,"Monitor @ETHWarsaw Twitter and ethwarsaw.substack.com for 2027 edition announcement. When announced, contact via sponsor deck request at ethsilesia.pl/sponsorship. Propose a data/API challenge track.","No active deadline - event already happened, no 2027 edition announced"
CEE Blockchain & Fintech Week,2026-05-30,2026-05-31,Bucharest,Romania,hackathon + conference,mixed,No hackathon,"Sponsor-defined bounty prizes (DeFi/fintech tracks), no public tier deck found",Unknown - no sponsor tiers published,Unknown,"fintechweek@coincruncher.com (general + partnerships), hello@bitcoinbucharest.ro (general), press@bitcoinbucharest.ro (press)",https://fintechweek.ro/,https://bitcoinbucharest.ro/tickets,"https://fintechweek.ro/, https://bitcoinbucharest.ro/, https://events.coinpedia.org/cee-blockchain-and-fintech-week-2026-8169/",10,"Monitor fintechweek.ro and bitcoinbucharest.ro for 2027 edition announcement. If Mobula wants to sponsor, reach out proactively to fintechweek@coincruncher.com to get on the early-sponsor list for the next edition.","None - no 2027 edition announced"
ETHCluj 2026,2026-05-13,2026-05-14,Cluj-Napoca,Romania,Conference only (no hackathon component found),mixed,No hackathon,"Standard conference sponsors (Arbitrum, Akasha Foundation, Logos Network, Geode Labs, matcha.xyz/0x). No bounty/challenge sponsor tier found.",N/A,None identified,"Twitter: @ETHCluj | Telegram: t.me/ethcluj | LinkedIn: linkedin.com/company/ethereumcluj/ | Organizers: Simona Serban (Communications Lead), Alex Males (dev/hacker). No sponsor email found publicly.",https://www.ethcluj.org/,https://app.moongate.id/e/eth-cluj-2026,"https://luma.com/3etvei3k | https://cryptoevents.global/ethcluj-2026/ | https://www.coingabbar.com/en/crypto-press-release/ethereum-conference-cluj-2026-romania-returns | https://app.coinpedia.org/company/ethcluj/ | https://x.com/ETHCluj",8,"Skip. ETHCluj 2026 was a conference only (no hackathon). No 2027 edition announced. If Mobula wants to engage, monitor @ETHCluj on X for a 2027 announcement and reach out via Telegram t.me/ethcluj to ask about adding a hackathon track for next edition.","None - event is past, no future edition announced"
Vienna Blockchain Week 2027,2027-06-02,2027-06-03,Vienna,Austria,Conference (no hackathon component),pro,No hackathon,"Tiered sponsorship (Platinum/Gold/Silver/Bronze). No bounty/challenge track, no 'submit a challenge' option found.",N/A,None identified,"partners@viennablockchainweek.com (listed on official site for sponsorship inquiries); speakers@neob.ai (speaker applications)",https://viennablockchainweek.org/,https://viennablockchainweek.org/,"https://viennablockchainweek.org/ | https://cryptoevents.global/vienna-blockchain-week-2026/ | https://luma.com/j3gvvcu2 | https://www.eventbrite.at/e/vienna-blockchain-week-vbw26-tickets-1979158837360",8,"Skip. No hackathon component, no bounty/challenge track. If interested in 2028 or follow-up event with hackathon, monitor viennablockchainweek.org.","Super early bird tickets selling (only 69 spots), but no hackathon means no urgency for Mobula's use case."
ETH Dublin 2026,2026-05-29,2026-05-31,Dublin,Ireland,hackathon+conference,mixed,Cancelled,"Unknown - no sponsor tier page or bounty submission system found; community-run event with ad-hoc sponsors historically (Aave, Base, Ledger, Chainlink in past editions)",N/A - event cancelled / past,Unknown,"info@ethdublin.io (from coingabbar.com article) | @EthIreland on X",https://ethdublin.io/,N/A - registration closed,"https://www.coingabbar.com/en/crypto-blogs-details/ethdublin-2026-event-guide-tickets-venue-speakers | https://dorahacks.io/hackathon/ethdublin2025 | https://taikai.network/en/ethireland/hackathons/ethdubs2024/overview | https://x.com/EthIreland",5,"Do not pursue for 2026. If interested in 2027 edition, email info@ethdublin.io around Q1 2027 to inquire about sponsorship. Monitor @EthIreland on X for 2027 announcement.","N/A - event passed. For 2027 edition sponsorship interest, contact info@ethdublin.io proactively, historically announces 3-4 months before event."
Swiss Blockchain Hackathon 2026 (SBHACK),2026-10-29,2026-10-31,"Zurich / Geneva / Lugano",Switzerland,Hackathon (historically),mixed,No hackathon,Unknown - no current edition active,N/A,None - event appears discontinued since 2022,"No verified contact found. TrustSquare general: trustsquare.com (no hackathon contact page live)",https://sbhack.trustsquare.ch/,N/A,"https://sbhack.trustsquare.ch/news | https://www.trustsquare.com/ | https://sbhack.trustsquare.ch/news/largest-swiss-blockchain-hackathon-in-zurich-geneva-and-lugano | https://swissdevjobs.ch/events | https://sbhack21.devpost.com/",5,"Do not pursue. SBHACK appears dormant since 2021 (last standalone edition). If interested in Swiss blockchain hackathon exposure, redirect research to SwissHacks 2026 (Tenity/swisshacks.com) which is confirmed active.","N/A"
Berlin Blockchain Week 2026,2026-06-13,2026-06-21,Berlin,Germany,Umbrella community week (multi-event),mixed,No hackathon,"Unknown - decentralized structure, no central sponsor tier model found","Free (community-driven, no central ticket)",Unknown,"contact@ethberlin.org (ETHBerlin sub-event only); @berblockweek on X (umbrella org); no sponsor@ or partnerships@ found for the umbrella",https://blockchainweek.berlin/,https://forms.fillout.com/t/gLPHswe7eVus,"https://blockchainweek.berlin/, https://ethberlin.org/, https://x.com/BerBlockWeek, https://github.com/ethb3rlin/sponsor-bounties",5,"Skip - event is past and no 2027 edition announced. Monitor @berblockweek and ethberlin.org in early 2027 for next edition announcements. If ETHBerlin announces ETHBerlin05, reach out to contact@ethberlin.org for bounty sponsorship (historically sponsor-defined challenge + judging, up to 5,000 EUR).","None - past event, no upcoming edition"
HABS Neuro-AI Hackathon 2026 (Paris-Saclay),2026-11-02,2026-11-30,"Orsay (Paris-Saclay)",France,in-person,student,Confirmed,"No external sponsor tier model found. Prizes are internship/recruitment opportunities at HABS only. No 'submit a challenge' or bounty sponsor track exists.",N/A - no external sponsor tiers,None identified,"hackaton.cdp@universite-paris-saclay.fr",https://www.universite-paris-saclay.fr/en/events/participez-au-habs-neuro-ai-hackathon-2026,https://forms.gle/2VnzAwDvCyf9oU3BA,"https://www.universite-paris-saclay.fr/en/events/participez-au-habs-neuro-ai-hackathon-2026 | https://www.universite-paris-saclay.fr/actualites/luniversite-paris-saclay-et-la-start-habs-signent-un-partenariat-dans-le-domaine-des-neurotechnologies",4,"Skip. Event is confirmed real but has no sponsor tier model, no external bounty mechanism, student-only audience, and domain (neuro-AI / EEG) is orthogonal to Mobula's product. No actionable path for Mobula sponsorship or jury seat.","Kick-off presentation 11 Sep 2026 (3 weeks away) but irrelevant - no sponsor path exists to pursue."
HackOnChain Berlin 2026,2022-11-23,2022-11-24,Berlin,Germany,Hackathon (past edition only),pro,No hackathon,"Bounty sponsor per track (Aleph Zero, Q, etc.) with contact@hackonchain.xyz",Unknown (2022 edition: $33,300 total prize pool),Unknown,"contact@hackonchain.xyz (from 2022/2023 Devpost pages)",https://hackonchain.devpost.com/,https://hackonchain.devpost.com/,"https://hackonchain.devpost.com/, https://hackonchain-warsaw.devpost.com/, https://hackonchain.devfolio.co/, https://coincheckup.com/blog/next-block-expo-2026-the-biggest-edition-yet/",3,"Do not pursue. The 2026 'edition' does not exist - the source was an aggregator recycling the 2022 Berlin Devpost page. Monitor @hackonchain on X for any future edition announcement.","None - no active event"
ETH Quantum Hackathon (ETH Zurich),2026-05-08,2026-05-10,Zurich,Switzerland,in-person,student,No hackathon,"Technology partner / in-kind (no tiered bounty model found)",N/A,No - sponsors in 2026 were quantum hardware/software companies; no bounty-judge model found,"LinkedIn: Q.E.C company page | Instagram: @quantum_engineering_commission | No direct email found on official pages",https://qec.amiv.ethz.ch/qhack26/,https://qec.amiv.ethz.ch/qhack26/,"https://qec.amiv.ethz.ch/qhack26/ | https://x.com/AndreasAtETH/status/2053013215781482699 | https://qec.amiv.ethz.ch/",2,"Skip. This is a quantum computing hackathon for ETH students with zero thematic overlap with Mobula (no DeFi, no data, no fintech tracks). The 2026 edition is over and no 2027 edition has been announced. Do not pursue.","None - 2026 edition is past, no 2027 registration open"
Hyperliquid London Community Hackathon (January 2026 edition),2026-01-16,2026-01-18,London,UK,in-person,pro,No hackathon,"Bounty sponsor (partner protocols define and fund their own prize tracks; e.g. LI.FI paid $6,500 in tiered prizes). No tiered Gold/Silver deck found publicly.","Bounty sponsor: ~$2,000-$6,500 per sponsor based on LI.FI's $6,500 prize package",Yes,"katerina@encode.club (partnerships/sponsorships, confirmed on encodeclub.com/programmes/hyperliquid-london-hackathon)",https://www.encodeclub.com/programmes/hyperliquid-london-hackathon,https://luma.com/vay21dno,"https://luma.com/vay21dno | https://www.encodeclub.com/programmes/hyperliquid-london-hackathon | https://x.com/encodeclub/status/1995546147604365746 | https://www.linkedin.com/posts/lifiprotocol_encodes-hyperliquid-hackathon-winners-january-activity-7419748104813584386-XWFq",0,"The January 2026 edition is over. If Encode Club runs a January 2027 repeat (likely given annual cadence), contact katerina@encode.club in October/November 2026 to inquire about sponsoring a Mobula bounty track. Monitor encodeclub.com and @encodeclub on X for announcement.","N/A - past event, no 2027 edition announced"
ETHGlobal Lisbon 2026,2026-07-24,2026-07-26,Lisbon,Portugal,IRL Hackathon,pro,No hackathon,"Sponsor defines and judges own bounty challenge. Tiered model with prize budgets from ~$5k to $15k+ per partner. Sponsorship inquiry form with budget buckets: <$15k / $15-30k / $30-60k / $60-100k / $100k+.","$5,000-$15,000+ per bounty sponsor (inferred from listed partner prizes)",Yes,"partnerships@ethglobal.com | Jacob Willemsma (VP Partnerships) | Nuno Reis (Partnerships Coordinator)",https://ethglobal.com/events/lisbon2026,https://ethglobal.com/events/lisbon2026/apply,"https://ethglobal.com/events/lisbon2026 | https://ethglobal.com/events | https://www.eventbrite.com/e/ethglobal-lisbon-hackathon-125k-prizes-from-1inch-sui-world-and-more-tickets-1990535269575 | https://ethglobal.com/events/ethonline2026/sponsor | https://ethglobal.com/partner-with-us",0,"DISCARD - event already concluded July 26, 2026. Redirect attention to future ETHGlobal events: Cannes 2026 (Apr 2027), ETHOnline 2026 (Sep 4-16, 2026), Tokyo 2026 (Sep 25-27), Mumbai 2026 (Nov 6-8). Contact partnerships@ethglobal.com for future editions.","N/A - past event. If targeting ETHGlobal Cannes 2026 (Apr 2027), outreach should begin Sept-Oct 2026."
ETH Warsaw,N/A,N/A,Warsaw,Poland,Community hub / meetups only,mixed,No hackathon,None - no hackathon to sponsor,N/A,None - no hackathon,"hello@ethwarsaw.dev (from website)",https://ethwarsaw.dev/,N/A,"https://ethwarsaw.dev/, https://ethwarsaw.substack.com/p/warsaw-lives-on, https://ethwarsaw.substack.com/p/44-projects-out-of-katowice, https://ethwarsaw.substack.com/p/from-a-meetup-with-vitalik-to-warsaws, https://luma.com/ethwarsaw, https://x.com/ETHWarsaw",0,"Skip - no hackathon planned. If interested in the ETHWarsaw team for future partnership, note they may organize another ETHSilesia-style event in 2027; monitor their Substack and contact hello@ethwarsaw.dev in early 2027.","N/A"
ETH Bucharest 2026 - Strategic Pause,N/A,N/A,Bucharest,Romania,Conference + Hackathon (suspended),pro,Cancelled,N/A - event not happening in 2026,N/A,No - event cancelled for 2026,"Twitter @ETHBucharest_ - no sponsor/partnership email found publicly",https://ethbucharest.ro/,N/A - no registration open,"https://ethbucharest.ro/ | https://x.com/ETHBucharest_",0,"Skip for 2026. Add to a watchlist for a potential 2027 return. Monitor @ETHBucharest_ on X for any new announcement.","None - no event to sponsor"
Permissionless IV Hackathon (Blockworks),2025-06-22,2025-06-23,"Brooklyn, NY",USA,In-person hackathon (pre-conference sprint),pro,No hackathon,"Sponsors post protocol-specific bounties; each protocol defines own challenge + prizes. Airtable submission process in prior editions. Tiers: Hackathon Partner (top) + Tier 1/2 bounty sponsors.",N/A - past event no 2026 edition,Yes,"Blockworks Inc., 133 W 19th St., New York, NY 10011. Ellis Norman (HackerEarth contact): Ellis@hackerearth.com. No sponsor-specific contact found on official pages.",https://blockworks.com/event/permissionless-iv-hackathon,https://permissionlessiv.hackerearth.com/,"https://blockworks.com/event/permissionless-iv-hackathon/home, https://permissionlessiv.hackerearth.com/, https://lu.ma/pwt9ami9, https://blockworks.com/events, https://blockworks.com/permissionless",0,"Monitor blockworks.com/events for Permissionless V announcement (historically announced 6-9 months before event, so expect announcement Q4 2026 if annual cadence holds). Subscribe to Blockworks newsletter. If Permissionless V is announced for June 2027, reach out immediately to partnerships@blockworks.co for sponsor deck.","N/A - past event, no next edition announced"
Nordic Blockchain Conference 2026,2026-05-26,2026-05-27,Stockholm,Sweden,Conference,pro,No hackathon,Tiered sponsorship (Diamond/Gold/Silver/Bronze) - no bounty/challenge track found,N/A,None - no hackathon track,"partnerships@nordicblockchain.com, Lennart@nordicblockchain.com, Charlotte@nordicblockchain.com",https://www.nordicblockchain.com/conference-2026,https://www.nordicblockchain.com/conference-2026,"https://www.nordicblockchain.com/conference-2026, https://www.nordicblockchain.com/news-articles/nbc2026-is-a-wrap---our-strongest-edition-to-date, https://web3voyager.com/event/nordic-blockchain-conference-2026/, https://infosec-conferences.com/event/20260526-nordic-blockchain-conference-2026/",0,"Skip. Monitor nordicblockchain.com in Q4 2026 for NBC2027 announcement if Nordic exposure is a priority.","N/A - past event, no future edition announced"
